incident_id,opened_on,site_code,site_name,region,workstream,category,severity,resolution_hours,impacted_units,impacted_orders,owner_team
INC-0000417,2025-06-07,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Process discipline,low,14.4,27,4,Site Leadership
INC-0000418,2025-06-07,MAD-02,Madrid Service Center,Europe,Returns,Inventory variance,medium,23.7,6,11,Site Leadership
INC-0000419,2025-06-07,LHR-03,Milton Keynes Network Center,Europe,Inbound,Staffing instability,low,21.9,25,1,Site Leadership
INC-0000420,2025-06-07,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Process discipline,low,26.4,14,4,Site Leadership
INC-0000421,2025-06-08,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Carrier exception,critical,36.9,39,17,Operations Excellence
INC-0000422,2025-06-08,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Staffing instability,low,4.0,15,5,Site Leadership
INC-0000423,2025-06-08,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Equipment reliability,medium,21.7,8,7,Site Leadership
INC-0000424,2025-06-09,CHI-02,Chicago Distribution Campus,North America,Inbound,Process discipline,low,8.5,32,7,Site Leadership
INC-0000425,2025-06-09,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Supplier quality,medium,16.4,18,6,Site Leadership
INC-0000426,2025-06-10,LHR-03,Milton Keynes Network Center,Europe,Returns,Inventory variance,low,13.2,12,3,Site Leadership
INC-0000427,2025-06-10,DXB-01,Dubai Regional Gateway,Middle East,Returns,Inventory variance,high,20.0,7,10,Operations Excellence
INC-0000428,2025-06-10,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Carrier exception,low,7.3,18,6,Site Leadership
INC-0000429,2025-06-11,CHI-02,Chicago Distribution Campus,North America,Inbound,Carrier exception,low,18.4,25,3,Site Leadership
INC-0000430,2025-06-12,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Carrier exception,medium,12.4,32,5,Site Leadership
INC-0000431,2025-06-12,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Staffing instability,low,16.0,18,6,Site Leadership
INC-0000432,2025-06-12,MAD-02,Madrid Service Center,Europe,Returns,Supplier quality,medium,11.8,10,7,Site Leadership
INC-0000433,2025-06-12,JHB-01,Johannesburg Service Hub,Africa,Kitting,Process discipline,low,14.1,9,4,Site Leadership
INC-0000434,2025-06-13,LHR-03,Milton Keynes Network Center,Europe,Kitting,Carrier exception,low,22.3,13,5,Site Leadership
INC-0000435,2025-06-13,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Inventory variance,low,13.6,5,8,Site Leadership
INC-0000436,2025-06-14,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Carrier exception,low,5.3,37,5,Site Leadership
INC-0000437,2025-06-14,DXB-01,Dubai Regional Gateway,Middle East,Returns,Inventory variance,medium,10.7,7,5,Site Leadership
INC-0000438,2025-06-14,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Carrier exception,medium,14.4,25,10,Site Leadership
INC-0000439,2025-06-15,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Equipment reliability,critical,36.2,41,8,Operations Excellence
INC-0000440,2025-06-15,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Inventory variance,critical,7.3,13,8,Operations Excellence
INC-0000441,2025-06-15,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,medium,23.4,10,5,Site Leadership
INC-0000442,2025-06-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,medium,10.9,15,10,Site Leadership
INC-0000443,2025-06-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Inventory variance,critical,14.3,11,8,Operations Excellence
INC-0000444,2025-06-16,ATL-01,Atlanta Fulfillment Center,North America,Returns,Carrier exception,low,18.1,9,3,Site Leadership
INC-0000445,2025-06-16,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Inventory variance,low,6.8,21,7,Site Leadership
INC-0000446,2025-06-16,MAD-02,Madrid Service Center,Europe,Inbound,Process discipline,low,9.7,12,2,Site Leadership
INC-0000447,2025-06-16,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Supplier quality,medium,25.9,51,10,Site Leadership
INC-0000448,2025-06-17,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Supplier quality,medium,19.2,15,9,Site Leadership
INC-0000449,2025-06-17,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Process discipline,low,7.6,27,5,Site Leadership
INC-0000450,2025-06-17,MAD-02,Madrid Service Center,Europe,Kitting,Staffing instability,medium,25.1,18,7,Site Leadership
INC-0000451,2025-06-20,CHI-02,Chicago Distribution Campus,North America,Returns,Staffing instability,critical,34.0,14,12,Operations Excellence
INC-0000452,2025-06-20,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,medium,12.1,6,7,Site Leadership
INC-0000453,2025-06-21,CHI-02,Chicago Distribution Campus,North America,Returns,Carrier exception,medium,27.1,5,6,Site Leadership
INC-0000454,2025-06-21,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Carrier exception,critical,15.1,24,6,Operations Excellence
INC-0000455,2025-06-21,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Staffing instability,low,9.5,9,4,Site Leadership
INC-0000456,2025-06-21,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Equipment reliability,low,12.9,19,5,Site Leadership
INC-0000457,2025-06-21,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Supplier quality,medium,8.4,17,9,Site Leadership
INC-0000458,2025-06-23,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Supplier quality,low,12.5,15,2,Site Leadership
INC-0000459,2025-06-23,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Inventory variance,critical,33.9,25,14,Operations Excellence
INC-0000460,2025-06-23,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Process discipline,low,21.5,28,6,Site Leadership
INC-0000461,2025-06-23,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Supplier quality,medium,20.4,21,8,Site Leadership
INC-0000462,2025-06-23,MAD-02,Madrid Service Center,Europe,Fulfillment,Inventory variance,low,15.0,39,6,Site Leadership
INC-0000463,2025-06-23,LHR-03,Milton Keynes Network Center,Europe,Returns,Process discipline,low,27.6,13,3,Site Leadership
INC-0000464,2025-06-23,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,low,8.5,23,8,Site Leadership
INC-0000465,2025-06-23,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Process discipline,low,24.7,14,3,Site Leadership
INC-0000466,2025-06-23,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Staffing instability,low,18.9,14,4,Site Leadership
INC-0000467,2025-06-24,MAD-02,Madrid Service Center,Europe,Inbound,Staffing instability,critical,21.7,12,15,Operations Excellence
INC-0000468,2025-06-24,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Staffing instability,medium,14.2,19,7,Site Leadership
INC-0000469,2025-06-24,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Equipment reliability,low,10.6,17,4,Site Leadership
INC-0000470,2025-06-25,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,low,9.7,19,8,Site Leadership
INC-0000471,2025-06-25,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Process discipline,critical,12.8,15,12,Operations Excellence
INC-0000472,2025-06-26,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Supplier quality,low,14.1,27,6,Site Leadership
INC-0000473,2025-06-28,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Inventory variance,low,11.1,14,6,Site Leadership
INC-0000474,2025-06-29,CHI-02,Chicago Distribution Campus,North America,Inbound,Equipment reliability,medium,7.0,9,8,Site Leadership
INC-0000475,2025-06-29,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,low,11.6,15,5,Site Leadership
INC-0000476,2025-06-30,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Process discipline,medium,11.7,4,7,Site Leadership
INC-0000477,2025-07-01,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Supplier quality,low,10.7,21,4,Site Leadership
INC-0000478,2025-07-02,MAD-02,Madrid Service Center,Europe,Kitting,Supplier quality,medium,26.2,8,6,Site Leadership
INC-0000479,2025-07-02,MAD-02,Madrid Service Center,Europe,Returns,Equipment reliability,low,17.4,7,4,Site Leadership
INC-0000480,2025-07-02,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Supplier quality,medium,13.5,15,3,Site Leadership
INC-0000481,2025-07-03,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Staffing instability,low,7.6,18,6,Site Leadership
INC-0000482,2025-07-03,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,high,8.5,15,5,Operations Excellence
INC-0000483,2025-07-04,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Carrier exception,low,9.4,59,5,Site Leadership
INC-0000484,2025-07-04,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Inventory variance,critical,15.6,12,11,Operations Excellence
INC-0000485,2025-07-05,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Supplier quality,low,24.4,35,2,Site Leadership
INC-0000486,2025-07-05,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,15.8,18,5,Site Leadership
INC-0000487,2025-07-06,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Carrier exception,low,12.0,12,4,Site Leadership
INC-0000488,2025-07-06,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Process discipline,medium,6.4,20,10,Site Leadership
INC-0000489,2025-07-06,JHB-01,Johannesburg Service Hub,Africa,Kitting,Inventory variance,critical,30.5,7,10,Operations Excellence
INC-0000490,2025-07-06,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,medium,20.8,6,9,Site Leadership
INC-0000491,2025-07-07,MAD-02,Madrid Service Center,Europe,Returns,Staffing instability,low,26.1,8,3,Site Leadership
INC-0000492,2025-07-07,LHR-03,Milton Keynes Network Center,Europe,Inbound,Process discipline,medium,12.4,24,5,Site Leadership
INC-0000493,2025-07-07,DXB-01,Dubai Regional Gateway,Middle East,Returns,Process discipline,critical,19.0,7,6,Operations Excellence
INC-0000494,2025-07-07,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Process discipline,critical,30.1,25,7,Operations Excellence
INC-0000495,2025-07-08,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Staffing instability,medium,18.5,7,5,Site Leadership
INC-0000496,2025-07-09,ATL-01,Atlanta Fulfillment Center,North America,Returns,Supplier quality,low,27.9,25,4,Site Leadership
INC-0000497,2025-07-09,CHI-02,Chicago Distribution Campus,North America,Inbound,Process discipline,low,13.0,10,2,Site Leadership
INC-0000498,2025-07-09,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Carrier exception,low,4.5,11,3,Site Leadership
INC-0000499,2025-07-09,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Equipment reliability,low,18.3,32,4,Site Leadership
INC-0000500,2025-07-09,MAD-02,Madrid Service Center,Europe,Returns,Staffing instability,medium,23.4,5,4,Site Leadership
INC-0000501,2025-07-09,MAD-02,Madrid Service Center,Europe,Inbound,Staffing instability,medium,19.7,7,6,Site Leadership
INC-0000502,2025-07-09,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Process discipline,low,9.7,16,2,Site Leadership
INC-0000503,2025-07-10,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Staffing instability,low,9.6,21,6,Site Leadership
INC-0000504,2025-07-10,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Equipment reliability,low,26.9,23,8,Site Leadership
INC-0000505,2025-07-10,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Staffing instability,low,6.9,9,1,Site Leadership
INC-0000506,2025-07-12,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Equipment reliability,medium,17.3,14,8,Site Leadership
INC-0000507,2025-07-12,JHB-01,Johannesburg Service Hub,Africa,Inbound,Staffing instability,medium,9.3,13,9,Site Leadership
INC-0000508,2025-07-14,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Carrier exception,medium,13.3,5,5,Site Leadership
INC-0000509,2025-07-14,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Equipment reliability,medium,12.4,11,4,Site Leadership
INC-0000510,2025-07-14,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Supplier quality,critical,9.1,22,14,Operations Excellence
INC-0000511,2025-07-15,LHR-03,Milton Keynes Network Center,Europe,Inbound,Inventory variance,low,22.8,34,4,Site Leadership
INC-0000512,2025-07-15,JHB-01,Johannesburg Service Hub,Africa,Kitting,Inventory variance,critical,19.0,13,10,Operations Excellence
INC-0000513,2025-07-15,JHB-01,Johannesburg Service Hub,Africa,Kitting,Staffing instability,low,18.7,14,2,Site Leadership
INC-0000514,2025-07-15,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,high,4.1,13,10,Operations Excellence
INC-0000515,2025-07-15,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,26.6,17,1,Site Leadership
INC-0000516,2025-07-15,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Supplier quality,low,7.1,12,5,Site Leadership
INC-0000517,2025-07-16,FRA-01,Frankfurt Regional Hub,Europe,Returns,Supplier quality,low,12.8,13,6,Site Leadership
INC-0000518,2025-07-16,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Process discipline,medium,27.7,15,9,Site Leadership
INC-0000519,2025-07-17,CHI-02,Chicago Distribution Campus,North America,Inbound,Staffing instability,medium,9.6,18,11,Site Leadership
INC-0000520,2025-07-17,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,low,14.6,28,4,Site Leadership
INC-0000521,2025-07-17,MAD-02,Madrid Service Center,Europe,Fulfillment,Process discipline,medium,21.9,35,6,Site Leadership
INC-0000522,2025-07-19,CHI-02,Chicago Distribution Campus,North America,Kitting,Supplier quality,low,18.1,12,2,Site Leadership
INC-0000523,2025-07-19,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Supplier quality,low,24.8,19,5,Site Leadership
INC-0000524,2025-07-21,MAD-02,Madrid Service Center,Europe,Kitting,Inventory variance,critical,36.5,6,14,Operations Excellence
INC-0000525,2025-07-21,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Inventory variance,low,4.3,21,8,Site Leadership
INC-0000526,2025-07-21,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Carrier exception,low,26.1,11,7,Site Leadership
INC-0000527,2025-07-22,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Supplier quality,low,14.5,13,3,Site Leadership
INC-0000528,2025-07-22,JHB-01,Johannesburg Service Hub,Africa,Inbound,Carrier exception,high,5.6,9,8,Operations Excellence
INC-0000529,2025-07-22,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,medium,5.3,11,9,Site Leadership
INC-0000530,2025-07-22,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Supplier quality,low,13.0,18,5,Site Leadership
INC-0000531,2025-07-23,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Carrier exception,low,9.3,18,6,Site Leadership
INC-0000532,2025-07-24,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Equipment reliability,low,21.7,40,7,Site Leadership
INC-0000533,2025-07-24,CHI-02,Chicago Distribution Campus,North America,Returns,Staffing instability,high,25.8,8,4,Operations Excellence
INC-0000534,2025-07-24,MEX-01,Monterrey Export Gateway,Latin America,Returns,Process discipline,critical,21.1,17,8,Operations Excellence
INC-0000535,2025-07-24,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,critical,14.7,12,13,Operations Excellence
INC-0000536,2025-07-24,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Supplier quality,low,18.8,20,3,Site Leadership
INC-0000537,2025-07-25,CHI-02,Chicago Distribution Campus,North America,Kitting,Equipment reliability,critical,13.0,5,7,Operations Excellence
INC-0000538,2025-07-25,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Staffing instability,low,21.5,28,5,Site Leadership
INC-0000539,2025-07-25,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Carrier exception,medium,7.3,6,8,Site Leadership
INC-0000540,2025-07-25,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Staffing instability,critical,21.2,6,6,Operations Excellence
INC-0000541,2025-07-26,ATL-01,Atlanta Fulfillment Center,North America,Returns,Carrier exception,low,26.2,25,6,Site Leadership
INC-0000542,2025-07-26,CHI-02,Chicago Distribution Campus,North America,Kitting,Process discipline,medium,18.5,12,11,Site Leadership
INC-0000543,2025-07-26,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Staffing instability,medium,18.1,7,6,Site Leadership
INC-0000544,2025-07-26,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Carrier exception,low,25.8,9,6,Site Leadership
INC-0000545,2025-07-27,LHR-03,Milton Keynes Network Center,Europe,Inbound,Staffing instability,low,10.7,15,4,Site Leadership
INC-0000546,2025-07-28,ATL-01,Atlanta Fulfillment Center,North America,Returns,Carrier exception,low,18.2,23,3,Site Leadership
INC-0000547,2025-07-28,CHI-02,Chicago Distribution Campus,North America,Kitting,Carrier exception,low,19.7,25,8,Site Leadership
INC-0000548,2025-07-28,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Staffing instability,low,8.2,22,5,Site Leadership
INC-0000549,2025-07-28,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Equipment reliability,low,21.1,24,6,Site Leadership
INC-0000550,2025-07-28,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Carrier exception,low,16.3,53,6,Site Leadership
INC-0000551,2025-07-28,JHB-01,Johannesburg Service Hub,Africa,Inbound,Carrier exception,high,23.3,23,8,Operations Excellence
INC-0000552,2025-07-28,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Inventory variance,low,24.3,17,2,Site Leadership
INC-0000553,2025-07-29,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Process discipline,low,15.3,13,2,Site Leadership
INC-0000554,2025-07-29,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Staffing instability,low,5.3,20,4,Site Leadership
INC-0000555,2025-07-30,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Supplier quality,low,24.3,43,6,Site Leadership
INC-0000556,2025-07-30,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Supplier quality,medium,5.3,10,6,Site Leadership
INC-0000557,2025-07-31,CHI-02,Chicago Distribution Campus,North America,Returns,Supplier quality,low,5.8,9,1,Site Leadership
INC-0000558,2025-07-31,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Supplier quality,low,26.0,38,4,Site Leadership
INC-0000559,2025-07-31,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Carrier exception,low,27.2,12,2,Site Leadership
INC-0000560,2025-08-01,MAD-02,Madrid Service Center,Europe,Returns,Carrier exception,medium,25.1,17,5,Site Leadership
INC-0000561,2025-08-01,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Equipment reliability,low,12.9,13,5,Site Leadership
INC-0000562,2025-08-02,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Staffing instability,low,25.8,32,5,Site Leadership
INC-0000563,2025-08-03,CHI-02,Chicago Distribution Campus,North America,Inbound,Staffing instability,medium,4.4,14,6,Site Leadership
INC-0000564,2025-08-03,DXB-01,Dubai Regional Gateway,Middle East,Returns,Supplier quality,medium,23.3,9,4,Site Leadership
INC-0000565,2025-08-03,JHB-01,Johannesburg Service Hub,Africa,Inbound,Carrier exception,medium,4.1,15,9,Site Leadership
INC-0000566,2025-08-04,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Staffing instability,medium,7.0,23,9,Site Leadership
INC-0000567,2025-08-04,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,critical,26.1,7,18,Operations Excellence
INC-0000568,2025-08-05,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Staffing instability,critical,27.0,16,8,Operations Excellence
INC-0000569,2025-08-05,FRA-01,Frankfurt Regional Hub,Europe,Returns,Staffing instability,high,11.9,19,5,Operations Excellence
INC-0000570,2025-08-05,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Supplier quality,low,26.9,10,4,Site Leadership
INC-0000571,2025-08-05,LHR-03,Milton Keynes Network Center,Europe,Kitting,Equipment reliability,low,20.7,5,3,Site Leadership
INC-0000572,2025-08-05,LHR-03,Milton Keynes Network Center,Europe,Returns,Carrier exception,low,14.2,19,5,Site Leadership
INC-0000573,2025-08-05,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Inventory variance,low,7.1,15,1,Site Leadership
INC-0000574,2025-08-05,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Supplier quality,medium,5.4,14,11,Site Leadership
INC-0000575,2025-08-06,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Carrier exception,medium,21.5,18,6,Site Leadership
INC-0000576,2025-08-06,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Staffing instability,low,11.9,10,4,Site Leadership
INC-0000577,2025-08-06,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Staffing instability,low,25.1,9,5,Site Leadership
INC-0000578,2025-08-07,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Inventory variance,medium,4.7,40,8,Site Leadership
INC-0000579,2025-08-07,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,medium,25.3,11,7,Site Leadership
INC-0000580,2025-08-07,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Process discipline,low,9.8,25,5,Site Leadership
INC-0000581,2025-08-07,LHR-03,Milton Keynes Network Center,Europe,Kitting,Equipment reliability,low,4.1,6,5,Site Leadership
INC-0000582,2025-08-08,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Staffing instability,critical,38.3,34,13,Operations Excellence
INC-0000583,2025-08-08,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Equipment reliability,low,26.0,29,6,Site Leadership
INC-0000584,2025-08-08,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,low,23.4,36,5,Site Leadership
INC-0000585,2025-08-08,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Process discipline,low,25.0,6,4,Site Leadership
INC-0000586,2025-08-08,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Supplier quality,low,26.4,10,6,Site Leadership
INC-0000587,2025-08-09,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Carrier exception,high,12.6,12,6,Operations Excellence
INC-0000588,2025-08-09,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Equipment reliability,low,8.3,10,6,Site Leadership
INC-0000589,2025-08-09,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Inventory variance,medium,14.9,22,5,Site Leadership
INC-0000590,2025-08-10,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Process discipline,low,13.5,29,3,Site Leadership
INC-0000591,2025-08-10,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Equipment reliability,low,26.9,18,2,Site Leadership
INC-0000592,2025-08-10,MEX-01,Monterrey Export Gateway,Latin America,Returns,Supplier quality,critical,9.5,5,6,Operations Excellence
INC-0000593,2025-08-10,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Process discipline,low,8.1,19,4,Site Leadership
INC-0000594,2025-08-11,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Carrier exception,low,7.0,11,5,Site Leadership
INC-0000595,2025-08-12,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Process discipline,low,16.7,35,11,Site Leadership
INC-0000596,2025-08-12,LHR-03,Milton Keynes Network Center,Europe,Inbound,Inventory variance,medium,10.8,15,7,Site Leadership
INC-0000597,2025-08-12,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Process discipline,medium,20.1,25,7,Site Leadership
INC-0000598,2025-08-13,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,low,21.2,13,6,Site Leadership
INC-0000599,2025-08-13,FRA-01,Frankfurt Regional Hub,Europe,Returns,Supplier quality,low,9.3,24,3,Site Leadership
INC-0000600,2025-08-13,MAD-02,Madrid Service Center,Europe,Inbound,Carrier exception,critical,6.5,17,9,Operations Excellence
INC-0000601,2025-08-13,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Equipment reliability,medium,6.0,16,6,Site Leadership
INC-0000602,2025-08-13,JHB-01,Johannesburg Service Hub,Africa,Returns,Process discipline,low,19.2,10,4,Site Leadership
INC-0000603,2025-08-13,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Staffing instability,low,13.9,23,1,Site Leadership
INC-0000604,2025-08-14,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Equipment reliability,low,18.0,34,7,Site Leadership
INC-0000605,2025-08-15,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,low,23.6,30,3,Site Leadership
INC-0000606,2025-08-15,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,high,18.5,8,9,Operations Excellence
INC-0000607,2025-08-15,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Supplier quality,low,6.0,24,3,Site Leadership
INC-0000608,2025-08-15,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Inventory variance,medium,25.0,10,4,Site Leadership
INC-0000609,2025-08-16,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,medium,12.3,30,11,Site Leadership
INC-0000610,2025-08-17,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Inventory variance,medium,6.3,15,6,Site Leadership
INC-0000611,2025-08-18,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,low,17.8,17,6,Site Leadership
INC-0000612,2025-08-18,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,low,9.2,21,4,Site Leadership
INC-0000613,2025-08-18,JHB-01,Johannesburg Service Hub,Africa,Inbound,Inventory variance,low,26.1,12,7,Site Leadership
INC-0000614,2025-08-18,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,low,24.0,23,6,Site Leadership
INC-0000615,2025-08-19,CHI-02,Chicago Distribution Campus,North America,Inbound,Inventory variance,low,6.9,15,5,Site Leadership
INC-0000616,2025-08-19,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Staffing instability,medium,21.5,19,5,Site Leadership
INC-0000617,2025-08-19,DXB-01,Dubai Regional Gateway,Middle East,Returns,Process discipline,low,9.9,11,6,Site Leadership
INC-0000618,2025-08-19,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Carrier exception,high,10.0,20,8,Operations Excellence
INC-0000619,2025-08-20,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,low,25.6,10,4,Site Leadership
INC-0000620,2025-08-22,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Inventory variance,critical,35.1,9,6,Operations Excellence
INC-0000621,2025-08-23,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Process discipline,medium,27.3,19,4,Site Leadership
INC-0000622,2025-08-23,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Inventory variance,medium,23.8,7,5,Site Leadership
INC-0000623,2025-08-24,CHI-02,Chicago Distribution Campus,North America,Kitting,Supplier quality,medium,27.7,6,8,Site Leadership
INC-0000624,2025-08-24,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,medium,7.5,7,5,Site Leadership
